,,,,,,A2A,A2B,A2C,A3B,A4,A5,B2,B3,B4,B5,B6,B7,B8,C2A,C2A.1,C2A.2,C2A.3,C2A.4,C2B,C2C,C3A,C3B,C3C,D2,D3
Reporting Year,StateName,LEAName,New/Closed LEA/ESA,NCESID,Year used to make the LEA/ESA/SEA determinations,Total LEA/ESA allocation for Section 611 of IDEA FFY 2020 ($),Total LEA/ESA allocation for Section 611 of IDEA FFY 2021 ($),Increase in LEA/ESA allocations for Section 611 from FFY 2020 to FFY 2021 ($),Total LEA/ESA allocation for Section 619 of IDEA FFY 2021 ($),Total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2021 ($),15% of the total LEA/ESA allocations for Section 611 and 619 of IDEA for FFY 2021 ($),Determination under 34 CFR 300.600(a)(2) that controls whether the LEA may be able to reduce MOE during SY 2021-22,Reduction of local and/or state funds taken pursuant to Section 613(a)(2)(C) by the LEA/ESA during SY 2021-22 ($),Percent of the available reduction taken by LEA /ESA during SY 2021-22 (%),Did the State determine whether the LEA/ESA met the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N),Did the LEA/ESA meet the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N),"By the date of this data submission, did the State return non-Federal funds to the Department based on the failure of the LEA/ESA to meet the MOE compliance standard in FFY 2021/SY 2021-22? (Y/N)",What amount of non-Federal funds did the State return to the Department based on the failure of the LEA/ESA to meet the MOE compliance standard in FFY 2021/SY 2021-22? ($),Required CEIS Was the LEA/ESA required to use 15% of funds for CEIS due to significant disproportionality in SY 2021-22? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'identification as a child with a disability'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'identification by disability category'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'placement in a particular educational setting'? (Y/N),Required CEIS Was the LEA/ESA identified as having significant disproportionality due to 'disciplinary action'? (Y/N),Required CEIS Amount reserved for required CEIS in the LEA /ESA in SY 2021-22 ($),Required CEIS Percent taken for required CEIS in the LEA /ESA in SY 2021-22 (%),Voluntary CEIS Did the LEA/ESA voluntarily use up to 15% of IDEA 611 and 619 fund for CEIS in SY 2021-22? (Y/N),Voluntary CEIS Amount reserved for voluntary CEIS in SY 2021-22 ($),Voluntary CEIS Percent taken for voluntary CEIS during SY 2021-22 (%),Total number of children receiving CEIS under the IDEA in the LEA/ESA during SY 2021-22,"Total number of children who received CEIS under the IDEA anytime in the past two school years (including SY 2019-20, SY 2020-21 and SY 2021-22) and received special education and related services in SY 2021-22"
2021,Alabama,Lauderdale County,,102010,2019-20,1804763,2188599,383836,66855,2255454,338318.1,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Lawrence County,,102040,2019-20,1232757,1488284,255527,73708,1561992,234298.8,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Lee County,,102070,2019-20,2086403,2537196,450793,92791,2629987,394498.05,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Limestone County,,102100,2019-20,2210098,3218560,1008462,84119,3302679,495401.85,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Linden City,,102130,2019-20,169461,204075,34614,16159,220234,33035.1,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Lowndes County,,102160,2019-20,476330,541002,64672,43163,584165,87624.75,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Macon County,,102190,2019-20,540211,646784,106573,28844,675628,101344.2,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Madison County,,102220,2019-20,3974109,4914843,940734,126573,5041416,756212.4,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Marengo County,,102250,2019-20,284195,337995,53800,9549,347544,52131.6,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Marion County,,102310,2019-20,840396,1009089,168693,27169,1036258,155438.7,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Midfield City,,102350,2019-20,311524,374167,62643,18575,392742,58911.3,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Mobile County,,102370,2019-20,13936856,17016348,3079492,527753,17544101,2631615.15,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Monroe County,,102400,2019-20,784606,934567,149961,36986,971553,145732.95,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Montgomery County,,102430,2019-20,7136563,8504521,1367958,295491,8800012,1320001.8,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Morgan County,,102480,2019-20,1943254,2312372,369118,90171,2402543,360381.45,1,165110.6,89.46,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Mountain Brook City,,102490,2019-20,818982,1034040,215058,34927,1068967,160345.05,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Muscle Shoals City,,102520,2019-20,526214,661050,134836,20018,681068,102160.2,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Oneonta City,,102550,2019-20,292657,356106,63449,18713,374819,56222.85,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Opelika City,,102580,2019-20,1099025,1370727,271702,67467,1438194,215729.1,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Opp City,,102610,2019-20,326057,390539,64482,23976,414515,62177.25,1,22673.35,70.32,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Oxford City,,102635,2019-20,902237,1113283,211046,34007,1147290,172093.5,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Ozark City,,102640,2019-20,602839,698062,95223,33646,731708,109756.2,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Pell City,,102650,2019-20,995003,1185928,190925,41985,1227913,184186.95,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Perry County,,102670,2019-20,398073,407016,8943,16285,423301,63495.15,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Phenix City,,102700,2019-20,1513703,1879705,366002,60656,1940361,291054.15,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Pickens County,,102730,2019-20,697329,812640,115311,23985,836625,125493.75,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Piedmont City,,102760,2019-20,279319,347448,68129,12728,360176,54026.4,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Pike County,,102790,2019-20,620531,733714,113183,22769,756483,113472.45,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Randolph County,,102820,2019-20,533932,629809,95877,26787,656596,98489.4,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Roanoke City,,102850,2019-20,338278,412818,74540,10554,423372,63505.8,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Russell County,,102880,2019-20,806412,991390,184978,21001,1012391,151858.65,1,22955.97,24.82,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Russellville City,,102910,2019-20,508238,635340,127102,29400,664740,99711,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Scottsboro City,,102940,2019-20,619546,744539,124993,20762,765301,114795.15,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Selma City,,102970,2019-20,875002,1036477,161475,50151,1086628,162994.2,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Sheffield City,,103000,2019-20,307577,360569,52992,19688,380257,57038.55,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Shelby County,,103030,2019-20,4255791,5202336,946545,142763,5345099,801764.85,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Saint Clair County,,103062,2019-20,1951842,2423830,471988,71845,2495675,374351.25,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Sumter County,,103090,2019-20,453950,502048,48098,38052,540100,81015,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Sylacauga City,,103120,2019-20,485952,592058,106106,17363,609421,91413.15,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Talladega City,,103150,2019-20,514070,610869,96799,26672,637541,95631.15,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Talladega County,,103180,2019-20,1769055,2103505,334450,67326,2170831,325624.65,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Tallapoosa County,,103210,2019-20,732931,869959,137028,39835,909794,136469.1,1,65119.03,95.04,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Tallassee City,,103240,2019-20,384308,474871,90563,20762,495633,74344.95,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Tarrant City,,103270,2019-20,351836,405305,53469,18278,423583,63537.45,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Thomasville City,,103300,2019-20,281228,346625,65397,10713,357338,53600.7,1,26269.49,80.34,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Troy City,,103330,2019-20,481566,556569,75003,24927,581496,87224.4,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Tuscaloosa City,,103360,2019-20,2599863,3156548,556685,154151,3310699,496604.85,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Tuscaloosa County,,103390,2019-20,3942327,4846418,904091,153691,5000109,750016.35,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Tuscumbia City,,103420,2019-20,317152,393559,76407,29626,423185,63477.75,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Vestavia Hills City,,103430,2019-20,1302923,1628519,325596,37594,1666113,249916.95,1,148685.6,91.33,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Walker County,,103450,2019-20,1884619,2226583,341964,117704,2344287,351643.05,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Washington County,,103480,2019-20,596515,753554,157039,40802,794356,119153.4,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Wilcox County,,103510,2019-20,478339,554800,76461,31327,586127,87919.05,2,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Winfield City,,103540,2019-20,281496,351572,70076,15526,367098,55064.7,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Winston County,,103580,2019-20,623369,733008,109639,28448,761456,114218.4,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Breakthrough Charter,New,01F0014,2019-20,+,63423,63423,0,63423,9513.45,+,+,0,+,+,+,+,+,+,+,+,+,+,0,0,+,0,+,+
2021,Alabama,Magic City Acceptance Academy,New,01F0015,2019-20,+,65913,65913,+,65913,9886.95,+,+,0,+,+,+,+,+,+,+,+,+,+,0,0,+,0,+,+
2021,Alabama,Life Academy,New,01F0016,2019-20,+,90071,90071,0,90071,13510.65,+,+,0,+,+,+,+,+,+,+,+,+,+,0,0,+,0,+,+
2021,Alabama,Gulf Shores City,,100202,2019-20,458238,570951,112713,16942,587893,88183.95,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,LEAD Academy,,100203,2019-20,70029,119394,49365,5075,124469,18670.35,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,Legacy Prep,,100201,2019-20,26020,68423,42403,4915,73338,11000.7,1,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alabama,I3 Academy,,100204,2019-20,97162,113705,16543,3887,117592,17638.8,+,0,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Lower Kuskokwim School District, ,200001,2020-21,1283837,1604938,321101,51238,1656176,248426.4,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Lower Yukon School District, ,200003,2020-21,646760,860368,213608,21572,881940,132291,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Yupiit School District, ,200004,2020-21,133470,173241,39771,5225,178466,26769.9,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Kashunamiut School District, ,200005,2020-21,98145,129117,30972,4904,134021,20103.15,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Mount Edgecumbe High School, ,200006,2020-21,80477,97256,16779,0,97256,14588.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Aleutians East Borough School District, ,200007,2020-21,49845,63365,13520,3169,66534,9980.1,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Aleutian Region School District, ,200010,2020-21,30685,32133,1448,610,32743,4911.45,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Bering Strait School District, ,200020,2020-21,574905,742887,167982,23822,766709,115006.35,2,+,0,1,1,+,+,1,0,1,0,0,115006,15,0,+,0,+,+
2021,Alaska,Bristol Bay Borough School District, ,200030,2020-21,39354,44777,5423,654,45431,6814.65,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Alaska Gateway School District, ,200050,2020-21,140245,172366,32121,6469,178835,26825.25,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Cordova City School District, ,200060,2020-21,89671,102612,12941,5579,108191,16228.65,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Copper River School District, ,200070,2020-21,138147,161271,23124,5842,167113,25066.95,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Craig City School District, ,200090,2020-21,134801,246173,111372,3213,249386,37407.9,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Delta-Greely School District, ,200100,2020-21,219622,275715,56093,10550,286265,42939.75,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Dillingham City School District, ,200120,2020-21,140627,171963,31336,4825,176788,26518.2,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Galena City School District, ,200130,2020-21,919588,2180372,1260784,3957,2184329,327649.35,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Ketchikan Gateway Borough School District, ,200150,2020-21,599446,734961,135515,30526,765487,114823.05,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Anchorage School District, ,200180,2020-21,13043257,15415379,2372122,612793,16028172,2404225.8,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Juneau Borough School District, ,200210,2020-21,1222594,1411158,188564,74847,1486005,222900.75,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Sitka School District, ,200240,2020-21,323774,394581,70807,21484,416065,62409.75,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Haines Borough School District, ,200270,2020-21,84860,102657,17797,4455,107112,16066.8,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Hoonah City School District, ,200300,2020-21,45907,57866,11959,2729,60595,9089.25,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Hydaburg City School District, ,200330,2020-21,32814,56958,24144,1014,57972,8695.8,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Kake City School District, ,200360,2020-21,32200,38465,6265,716,39181,5877.15,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Kenai Peninsula Borough School District, ,200390,2020-21,2388663,2845542,456879,106754,2952296,442844.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Klawock City School District, ,200450,2020-21,50766,57488,6722,2171,59659,8948.85,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Kodiak Island Borough School District, ,200480,2020-21,622141,769511,147370,29598,799109,119866.35,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Lake and Peninsula Borough School District, ,200485,2020-21,112696,140367,27671,9229,149596,22439.4,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Matanuska-Susitna Borough School District, ,200510,2020-21,4781940,5907474,1125534,253475,6160949,924142.35,2,+,0,1,1,+,+,0,0,0,0,0,+,0,1,554242,9,956,385
2021,Alaska,Iditarod Area School District, ,200520,2020-21,102224,127542,25318,2737,130279,19541.85,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Annette Island School District, ,200525,2020-21,105947,139010,33063,5925,144935,21740.25,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Nenana City School District, ,200540,2020-21,269232,468997,199765,3157,472154,70823.1,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Nome Public Schools, ,200570,2020-21,227754,290621,62867,8558,299179,44876.85,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Fairbanks North Star Borough School District, ,200600,2020-21,3761666,4234063,472397,191305,4425368,663805.2,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,North Slope Borough School District, ,200610,2020-21,568104,759428,191324,27653,787081,118062.15,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Northwest Arctic Borough School District, ,200625,2020-21,473395,598636,125241,23719,622355,93353.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Pelican City School District, ,200630,2020-21,14789,19309,4520,800,20109,3016.35,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Petersburg City School District, ,200660,2020-21,136134,156046,19912,4024,160070,24010.5,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Pribilof School District, ,200670,2020-21,44378,57755,13377,991,58746,8811.9,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Saint Marys School District, ,200680,2020-21,47163,61700,14537,2115,63815,9572.25,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Skagway School District, ,200690,2020-21,74329,105708,31379,2734,108442,16266.3,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Southeast Island School District, ,200700,2020-21,57493,65369,7876,5525,70894,10634.1,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Southwest Region School District, ,200710,2020-21,165653,209084,43431,10256,219340,32901,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Tanana City School District, ,200715,2020-21,15285,16492,1207,266,16758,2513.7,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Unalaska City School District, ,200720,2020-21,109871,134868,24997,6234,141102,21165.3,1,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Chatham School District, ,200730,2020-21,42227,55465,13238,3699,59164,8874.6,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Kuspuk School District, ,200760,2020-21,131927,158312,26385,7120,165432,24814.8,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Denali Borough School District, ,200770,2020-21,189408,306965,117557,4563,311528,46729.2,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Yukon Flats School District, ,200775,2020-21,96901,116055,19154,5683,121738,18260.7,3,+,0,1,1,+,+,1,0,1,0,0,18260,15,0,+,0,+,+
2021,Alaska,Valdez City School District, ,200780,2020-21,192575,229828,37253,9581,239409,35911.35,3,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Chugach School District, ,200800,2020-21,94313,168480,74167,1052,169532,25429.8,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Wrangell Public School District, ,200810,2020-21,82128,74159,-7969,3770,77929,11689.35,2,+,†,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Yakutat School District, ,200840,2020-21,43458,55200,11742,1360,56560,8484,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,Alaska,Yukon-Koyukuk School District, ,200862,2020-21,441392,1120684,679292,6036,1126720,169008,2,+,0,1,1,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2021,American Samoa,DOE-TERR OF AMERICAN SAMOA, ,6000030,2020-21,7141124,8355328,1214204,+,8355328,1253299.2,2,+,0,+,+,+,+,0,+,+,+,+,+,0,0,+,0,+,+
2021,Arizona,Cave Creek Unified District, ,400001,2020-21,923679.74,1098842.29,175162.55,35642.05,1134484.34,170172.65,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,CHINO VALLEY UNIFIED DISTRICT, ,400003,2020-21,511182.99,622560.42,111377.43,29492.23,652052.65,97807.9,1,+,0,1,1,+,+,0,0,0,0,0,0,0,1,74217.29,11.38,7,7
2021,Arizona,CLARKDALE-JEROME ELEMENTARY DISTRICT, ,400004,2020-21,78704.56,97930.42,19225.86,2460.29,100390.71,15058.61,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,SALOME CONSOLIDATED ELEMENTARY DISTRICT, ,400005,2020-21,30756.79,34622.82,3866.03,4476.55,39099.37,5864.91,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,Center for Academic Success Inc., ,400016,2020-21,203327.43,254413.52,51086.09,0,254413.52,38162.03,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,Pine Forest Education Association Inc., ,400018,2020-21,51832.23,53540.97,1708.74,0,53540.97,8031.15,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,FLAGSTAFF ARTS AND LEADERSHIP ACADEMY, ,400019,2020-21,42010.7,50501.32,8490.62,+,50501.32,7575.2,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,COLORADO CITY UNIFIED DISTRICT, ,400021,2020-21,230200.41,296926.51,66726.1,21672.23,318598.74,47789.81,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,VERNON ELEMENTARY DISTRICT, ,400022,2020-21,30595.62,33178.26,2582.64,1297.42,34475.68,5171.35,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,PINON UNIFIED DISTRICT, ,400023,2020-21,239789.57,276648.09,36858.52,14906.66,291554.75,43733.21,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,HEBER-OVERGAARD UNIFIED DISTRICT, ,400026,2020-21,102407.1,122487.67,20080.57,4187.67,126675.34,19001.3,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,TRIUMPHANT LEARNING CENTER, ,400028,2020-21,18522.47,25894.96,7372.49,2316.34,28211.3,4231.7,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,Ridgeline Academy Inc., ,400031,2020-21,81095.34,148691.97,67596.63,3391.87,152083.84,22812.58,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,BOYS & GIRLS CLUBS OF THE EAST VALLEY DBA MESA ARTS ACADEMY, ,400033,2020-21,42326.1,53949.27,11623.17,1867.57,55816.84,8372.53,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,Reid Traditional Schools' Valley Academy Inc., ,400034,2020-21,100132.01,105519.5,5387.49,0,105519.5,15827.93,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,Twenty First Century Charter School Inc. Bennett Academy, ,400037,2020-21,35825.41,32522.48,-3302.93,0,32522.48,4878.37,1,+,†,1,0,0,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,STEP UP Schools Inc., ,400040,2020-21,47849.01,49153.84,1304.83,1724.64,50878.48,7631.77,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,Maricopa County Community College District dba Gateway Early College High School, ,400041,2020-21,42399.55,59005.66,16606.11,+,59005.66,8850.85,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,NEW SCHOOL FOR THE ARTS, ,400043,2020-21,29658.75,29344.32,-314.43,+,29344.32,4401.65,1,+,†,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,ESPIRITU COMMUNITY DEVELOPMENT CORP., ,400052,2020-21,59301.29,65012.76,5711.47,0,65012.76,9751.91,1,+,0,0,+,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,"Heritage Academy, Inc.",New,400053,2020-21,+,42948.7,42948.7,+,42948.7,6442.31,1,+,0,+,+,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,VILLA MONTESSORI CHARTER SCHOOL, ,400054,2020-21,82026.83,102402.01,20375.18,0,102402.01,15360.3,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,EduPreneurship Inc.,Closed,400055,2020-21,15382.42,15042.26,-340.16,0,15042.26,2256.34,1,+,†,+,+,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,ARIZONA SCHOOL FOR THE ARTS, ,400056,2020-21,102632.23,139300.72,36668.49,+,139300.72,20895.11,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,Arizona Call-a-Teen Youth Resources Inc., ,400057,2020-21,19457.84,25833.35,6375.51,+,25833.35,3875,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
2021,Arizona,Intelli-School Inc., ,400061,2020-21,25146.42,30504.5,5358.08,+,30504.5,4575.68,1,+,0,1,1,+,+,0,0,0,0,0,0,0,0,+,0,+,+
